[INFO] [launch]: All log files can be found below /home/gsing/2026Gsing/2026_Gsing-second_ROS/logs/ros/2026-07-15-02-12-13-868011-gsing-7080
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [cmd_vel_chassis_serial.py-1]: process started with pid [7269]
[cmd_vel_chassis_serial.py-1] [INFO] [1784052739.869562948] [cmd_vel_chassis_serial]: Leg debug CSV logging enabled: /home/gsing/2026Gsing/2026_Gsing-second_ROS/logs/serial/2026-07-15_021206_leg.csv
[cmd_vel_chassis_serial.py-1] [INFO] [1784052739.885416224] [cmd_vel_chassis_serial]: Opened /dev/ttyACM0 @ 115200, cmd_vel=/cmd_vel, send=50.0Hz
[cmd_vel_chassis_serial.py-1] [INFO] [1784052739.950116878] [cmd_vel_chassis_serial]: Publishing STM32 arm events on /vision/arm_event
[cmd_vel_chassis_serial.py-1] [WARN] [1784052739.965780067] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052739.972149391] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [INFO] [1784052739.981954847] [cmd_vel_chassis_serial]: send source=stop vx=0.000 wz=0.000
[cmd_vel_chassis_serial.py-1] [WARN] [1784052739.992253004] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.014789833] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.027791457] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.059060481] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.147097146] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.167780520] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.203035281] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.212229385] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.221584295] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.225931090] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.256943965] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.272719776] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.293106487] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.316190355] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.343023732] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.352391698] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
[cmd_vel_chassis_serial.py-1] [WARN] [1784052740.405478917] [cmd_vel_chassis_serial]: Drop leg debug: len=80 expected=84
