host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,touchdown_prepare,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2,ctl_chassis_mode,ctl_sys_mode,ctl_current_state,ctl_gait_running,ctl_is_zeroing,ctl_target_vx_mps,ctl_target_wz_radps,ctl_target_state,ctl_vision_vx_mps,ctl_vision_wz_radps,ctl_vision_state,ctl_vision_age_ms,ctl_vision_timeout_count,ctl_vision_rx_count,ctl_usb_rx_packet_count,ctl_vision_frame_count,ctl_auto_task_state,ctl_auto_force_stop,ctl_motion_gate_open,wheel_cmd_rpm_rf,wheel_cmd_rpm_lf,wheel_cmd_rpm_lr,wheel_cmd_rpm_rr,wheel_actual_rpm_rf,wheel_actual_rpm_lf,wheel_actual_rpm_lr,wheel_actual_rpm_rr,wheel_cmd_current_a_rf,wheel_cmd_current_a_lf,wheel_cmd_current_a_lr,wheel_cmd_current_a_rr,wheel_actual_current_a_rf,wheel_actual_current_a_lf,wheel_actual_current_a_lr,wheel_actual_current_a_rr,wheel_torque_limit_nm,wheel_fdcan1_rx_count,wheel_fdcan2_rx_count,wheel_feedback_ok_rf,wheel_feedback_ok_lf,wheel_feedback_ok_lr,wheel_feedback_ok_rr
1784125069.582,117636000,222,1,2,0,10.0,25.0,10.0,25.0,8.601797103881836,25.14208221435547,-0.1420825719833374,42.63566207885742,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.193812370300293,1.3982027769088745,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.606,117660000,223,1,3,0,10.0,25.0,10.0,25.0,8.814905166625977,25.429332733154297,-0.42933225631713867,37.118247985839844,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.037431001663208,1.1850945949554443,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.631,117684000,224,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.18092212080955505,-0.06284935027360916,0.0436798557639122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.657,117709000,225,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.1842557191848755,-0.06633999198675156,0.0,0.0,0.179962158203125,0.006497269030660391,-1.3198342323303223,-0.11597026139497757,9.989962577819824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.682,117734000,226,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,24.0,1.0,3182.0,2925.0,3187.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125069.708,117759000,227,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-6.468722584494768e-13,4.427022914306243e-37,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,0.001220703125,-0.057373046875,0.025634765625,0.01220703125,1.0,234163.0,235826.0,1,1,1,1
1784125069.810,117861000,231,1,0,0,10.0,25.0,10.0,25.0,9.222200393676758,25.3593807220459,-0.35938024520874023,33.09524917602539,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9512564539909363,0.7777988910675049,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.837,117887000,232,1,1,0,10.0,25.0,10.0,25.0,9.576138496398926,25.103437423706055,-0.10343790054321289,44.40983581542969,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.3305286169052124,0.4238605499267578,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.839,117914000,233,1,2,0,10.0,25.0,10.0,25.0,8.598488807678223,25.144975662231445,-0.14497637748718262,42.48146438598633,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.188504934310913,1.4015108346939087,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.868,117934000,234,1,3,0,10.0,25.0,10.0,25.0,8.814659118652344,25.428611755371094,-0.42861104011535645,37.06849670410156,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0353755950927734,1.185340404510498,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.882,117946000,235,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.18228508532047272,-0.051380034536123276,0.04373481124639511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.895,117959000,236,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.20301640033721924,-0.04030618071556091,0.0,0.0,0.08574390411376953,0.009514112025499344,-1.338594913482666,-0.08993645012378693,9.895744323730469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125069.911,117973000,237,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,26.0,1.0,3194.0,2935.0,3199.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125069.926,117987000,238,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,-0.05615234375,-0.023193359375,0.025634765625,-0.0244140625,1.0,234619.0,236287.0,1,1,1,1
1784125070.004,118060000,242,1,0,0,10.0,25.0,10.0,25.0,9.224148750305176,25.35678482055664,-0.356784462928772,32.92063903808594,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9459866285324097,0.7758505344390869,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.028,118082000,243,1,1,0,10.0,25.0,10.0,25.0,9.576925277709961,25.103092193603516,-0.10309219360351562,44.19585418701172,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.323377251625061,0.42307376861572266,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.053,118105000,244,1,2,0,10.0,25.0,10.0,25.0,8.6002779006958,25.143930435180664,-0.1439303159713745,42.45558166503906,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1879554986953735,1.3997211456298828,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.080,118130000,245,1,3,0,10.0,25.0,10.0,25.0,8.814016342163086,25.429725646972656,-0.42972564697265625,37.20048904418945,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0397412776947021,1.185983419418335,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.082,118157000,246,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.17839762568473816,-0.03987085074186325,0.043579112738370895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.111,118177000,247,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.19063448905944824,-0.042026273906230927,0.0,0.0,0.04096221923828125,0.0033376161009073257,-1.326213002204895,-0.09165654331445694,9.769038200378418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.125,118189000,248,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,28.0,1.0,3205.0,2946.0,3210.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125070.139,118202000,249,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-1.401298464324817e-45,2.4504712794903662e-18,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,-0.003662109375,0.0244140625,-0.0634765625,0.01220703125,1.0,235049.0,236719.0,1,1,1,1
1784125070.211,118268000,253,1,0,0,10.0,25.0,10.0,25.0,9.221892356872559,25.357650756835938,-0.3576517105102539,32.986656188964844,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.947721004486084,0.7781065702438354,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.232,118288000,254,1,1,0,10.0,25.0,10.0,25.0,9.576876640319824,25.103193283081055,-0.10319352149963379,44.31011199951172,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.3267881870269775,0.42312294244766235,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.255,118309000,255,1,2,0,10.0,25.0,10.0,25.0,8.601366996765137,25.142702102661133,-0.14270246028900146,42.53046417236328,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.190755009651184,1.3986326456069946,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.279,118332000,0,1,3,0,10.0,25.0,10.0,25.0,8.814386367797852,25.429141998291016,-0.4291415214538574,37.20684051513672,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0403939485549927,1.1856131553649902,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.306,118357000,1,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.17089281976222992,-0.04481389746069908,0.04328767955303192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.308,118383000,2,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.15765857696533203,-0.0795573890209198,0.0,0.0,0.12134456634521484,0.014032547362148762,-1.2932370901107788,-0.1291876584291458,9.931344985961914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.337,118403000,3,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,18.0,1.0,3216.0,2956.0,3221.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125070.352,118415000,4,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-3.3917675063033133e-20,-1.4791804120537627e-13,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,-0.042724609375,-0.0,0.115966796875,0.01220703125,1.0,235477.0,237150.0,1,1,1,1
1784125070.420,118478000,8,1,0,0,10.0,25.0,10.0,25.0,9.221818923950195,25.359041213989258,-0.3590404987335205,32.82073974609375,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9426419138908386,0.7781803607940674,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.437,118496000,9,1,1,0,10.0,25.0,10.0,25.0,9.577095031738281,25.102731704711914,-0.10273158550262451,44.498634338378906,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.3329271078109741,0.4229038953781128,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.459,118515000,10,1,2,0,10.0,25.0,10.0,25.0,8.598492622375488,25.144975662231445,-0.14497637748718262,42.26751708984375,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1818727254867554,1.4015064239501953,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.480,118535000,11,1,3,0,10.0,25.0,10.0,25.0,8.815654754638672,25.42779541015625,-0.4277944564819336,37.29262924194336,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0427849292755127,1.184345006942749,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.503,118557000,12,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.16158796846866608,-0.04781072959303856,0.04294314235448837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.528,118581000,13,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.127982497215271,-0.0681905597448349,0.0,0.0,0.02883148193359375,0.009078465402126312,-1.2635610103607178,-0.11782082915306091,9.838831901550293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.555,118606000,14,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,24.0,1.0,3226.0,2965.0,3231.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125070.557,118632000,15,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-1.401298464324817e-45,-1.401298464324817e-45,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,-0.035400390625,-0.001220703125,-0.0634765625,-0.0244140625,1.0,235913.0,237589.0,1,1,1,1
1784125070.627,118689000,19,1,0,0,10.0,25.0,10.0,25.0,9.219903945922852,25.36020851135254,-0.36020874977111816,33.01914596557617,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.949058473110199,0.7800951600074768,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.627,118703000,20,1,1,0,10.0,25.0,10.0,25.0,9.57677173614502,25.10327911376953,-0.1032799482345581,44.389896392822266,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.3296984434127808,0.4232272505760193,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.659,118719000,21,1,2,0,10.0,25.0,10.0,25.0,8.596633911132812,25.146133422851562,-0.1461327075958252,42.343387603759766,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1838735342025757,1.4033652544021606,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.677,118735000,22,1,3,0,10.0,25.0,10.0,25.0,8.815913200378418,25.42731475830078,-0.4273146390914917,37.23970031738281,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0411694049835205,1.184086561203003,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.698,118754000,23,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,-0.0752999559044838,3.0278828144073486,2.4614455699920654,3.0278828144073486,2.4614455699920654,0.0,0.0,-0.1687149554491043,-0.04010728746652603,0.043205369263887405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.719,118774000,24,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.14725899696350098,-0.05505350977182388,0.0,0.0,0.02835845947265625,0.01344310212880373,-1.2828375101089478,-0.1046837791800499,9.838358879089355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125070.742,118796000,25,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,21.0,1.0,3235.0,2974.0,3240.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
