host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,touchdown_prepare,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2,ctl_chassis_mode,ctl_sys_mode,ctl_current_state,ctl_gait_running,ctl_is_zeroing,ctl_target_vx_mps,ctl_target_wz_radps,ctl_target_state,ctl_vision_vx_mps,ctl_vision_wz_radps,ctl_vision_state,ctl_vision_age_ms,ctl_vision_timeout_count,ctl_vision_rx_count,ctl_usb_rx_packet_count,ctl_vision_frame_count,ctl_auto_task_state,ctl_auto_force_stop,ctl_motion_gate_open,wheel_cmd_rpm_rf,wheel_cmd_rpm_lf,wheel_cmd_rpm_lr,wheel_cmd_rpm_rr,wheel_actual_rpm_rf,wheel_actual_rpm_lf,wheel_actual_rpm_lr,wheel_actual_rpm_rr,wheel_cmd_current_a_rf,wheel_cmd_current_a_lf,wheel_cmd_current_a_lr,wheel_cmd_current_a_rr,wheel_actual_current_a_rf,wheel_actual_current_a_lf,wheel_actual_current_a_lr,wheel_actual_current_a_rr,wheel_torque_limit_nm,wheel_fdcan1_rx_count,wheel_fdcan2_rx_count,wheel_feedback_ok_rf,wheel_feedback_ok_lf,wheel_feedback_ok_lr,wheel_feedback_ok_rr
1784125076.232,124283000,53,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,0.0,0.0,-0.5476136207580566,0.3756435513496399,0.07202385365962982,1.0,0.014863087795674801,-0.014863087795674801,0.01268682163208723,-0.01268682163208723,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.233,124309000,54,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.5233521461486816,0.35032784938812256,-0.007878144271671772,0.0007837687735445797,0.04556465148925781,0.005879367236047983,-1.6589306592941284,0.30069759488105774,9.855565071105957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.265,124330000,55,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,20.0,1.0,3512.0,3230.0,3522.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125076.280,124342000,56,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,-0.0,0.0,-3.758496234240738e-07,1.6175474503146553e-33,1.401298464324817e-45,-1.401298464324817e-45,0.0,-0.0,-0.0,0.0,0.01953125,-0.0,-0.05126953125,0.029296875,1.0,247367.0,249122.0,1,1,1,1
1784125076.349,124406000,60,1,0,0,10.0,25.0,10.0,25.0,9.258848190307617,25.3995361328125,-0.3995358943939209,31.79810905456543,43.92184066772461,0.0,0.0,0.0,1.0,1.0,0.0,-0.9139474034309387,0.741150975227356,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.349,124426000,61,1,1,0,10.0,25.0,10.0,25.0,9.252679824829102,25.29665756225586,-0.2966582775115967,38.70657730102539,47.653480529785156,0.0,0.0,0.0,1.0,1.0,0.0,1.1259076595306396,0.7473200559616089,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.392,124447000,62,1,2,0,10.0,25.0,10.0,25.0,8.781270027160645,24.995426177978516,0.0045746564865112305,47.015506744384766,46.84904098510742,0.0,0.0,0.0,1.0,1.0,0.0,-1.3469221591949463,1.2187294960021973,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.417,124470000,63,1,3,0,10.0,25.0,10.0,25.0,8.617691993713379,25.3625545501709,-0.3625541925430298,38.93547058105469,50.162635803222656,0.0,0.0,0.0,1.0,1.0,0.0,1.0764622688293457,1.382307767868042,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.443,124495000,64,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,0.0,0.0,-0.5638889670372009,0.3543720841407776,0.07387617230415344,1.0,0.01548318937420845,-0.01548318937420845,0.015102604404091835,-0.015102604404091835,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.444,124521000,65,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.5134789943695068,0.34869593381881714,-0.008611765690147877,0.00013183648115955293,0.1374950408935547,0.009157054126262665,-1.6490575075149536,0.2990656793117523,9.947495460510254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.477,124542000,66,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,20.0,1.0,3523.0,3240.0,3533.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125076.491,124554000,67,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,-1.2140613989686244e-06,1.6060961484909058,1.7230904007912646e-29,-1.025221981722772e-28,-0.047607421875,-0.0537109375,-0.047607421875,-0.047607421875,0.030517578125,-0.045166015625,0.037841796875,-0.013427734375,1.0,247793.0,249550.0,1,1,1,1
1784125076.555,124614000,71,1,0,0,10.0,25.0,10.0,25.0,9.229464530944824,25.444480895996094,-0.4444807767868042,35.11072540283203,48.79005432128906,0.0,0.0,0.0,0.0,0.949999988079071,0.0,-1.0107444524765015,0.7705345749855042,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.573,124631000,72,1,1,0,10.0,25.0,10.0,25.0,9.210572242736816,25.334257125854492,-0.3342568874359131,42.63459777832031,52.96616744995117,0.0,0.0,0.0,0.0,0.949999988079071,0.0,1.2397350072860718,0.7894270420074463,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.595,124651000,73,1,2,0,10.0,25.0,10.0,25.0,8.725255966186523,25.045490264892578,-0.045490264892578125,50.217437744140625,52.042606353759766,0.0,0.0,0.0,0.0,0.949999988079071,0.0,-1.4329161643981934,1.274743676185608,18.0,0.1805829554796219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.618,124672000,74,1,3,0,10.0,25.0,10.0,25.0,8.565519332885742,25.467439651489258,-0.46744048595428467,40.922000885009766,55.75386428833008,0.0,0.0,0.0,0.0,0.949999988079071,0.0,1.1228549480438232,1.4344804286956787,18.0,0.2408757358789444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.643,124696000,75,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,-0.5637273192405701,0.2564348578453064,0.07290728390216827,1.0,0.0056752534583210945,-0.0,0.0056752534583210945,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.668,124720000,76,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.5199015140533447,0.2392663061618805,-0.004567021504044533,0.0,0.1299905776977539,0.0134721165522933,-1.6554800271987915,0.18963603675365448,9.939990997314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.695,124746000,77,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,-0.20000000298023224,-0.0,2.0,-0.20000000298023224,-0.0,2.0,23.0,1.0,3533.0,3250.0,3548.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125076.698,124772000,78,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-376.20001220703125,-376.20001220703125,-376.20001220703125,-376.20001220703125,-184.0374298095703,-228.82730102539062,-223.3038787841797,-259.3034362792969,-1.03759765625,-0.85693359375,-0.845947265625,-0.63232421875,-1.2353515625,-0.9228515625,-0.675048828125,-0.433349609375,1.0,248230.0,249990.0,1,1,1,1
1784125076.789,124846000,82,1,0,0,10.0,25.0,10.0,25.0,8.907449722290039,25.53900146484375,-0.5390018224716187,32.33058166503906,48.80255889892578,0.0,0.0,0.0,0.0,0.949999988079071,0.0,-0.8944174647331238,1.092549443244934,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.807,124865000,83,1,1,0,10.0,25.0,10.0,25.0,8.792119026184082,25.695341110229492,-0.6953418254852295,30.240427017211914,52.96616744995117,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.8171096444129944,1.207879900932312,18.0,0.04776199162006378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.829,124885000,84,1,2,0,10.0,25.0,10.0,25.0,8.47243595123291,25.35346794128418,-0.3534674644470215,40.04827117919922,52.03693771362305,0.0,0.0,0.0,0.0,0.949999988079071,0.0,-1.0879287719726562,1.527563452720642,18.0,0.3172309696674347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.850,124906000,85,1,3,0,10.0,25.0,10.0,25.0,8.439482688903809,25.479551315307617,-0.47955214977264404,41.13118362426758,55.76708221435547,0.0,0.0,0.0,0.0,0.949999988079071,0.0,1.113471269607544,1.560516595840454,18.0,0.33120983839035034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.874,124928000,86,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,-0.6185264587402344,1.3847405910491943,0.2910248339176178,1.0,0.09248929470777512,-0.0,-0.0,0.03556451201438904,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.900,124952000,87,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.7112388610839844,2.964282989501953,-0.028938742354512215,0.10002916306257248,0.022214889526367188,0.014473950490355492,-1.8468173742294312,2.9146528244018555,9.832215309143066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125076.925,124977000,88,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,-0.20000000298023224,-0.0,2.0,-0.20000000298023224,-0.0,2.0,24.0,1.0,3544.0,3261.0,3559.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125076.927,125003000,89,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-601.9876708984375,-601.9876708984375,-601.9876708984375,-601.9876708984375,-450.57098388671875,-479.41192626953125,-449.541015625,-432.32757568359375,-0.88134765625,-0.714111328125,-0.82275390625,-0.885009765625,-0.921630859375,-0.7861328125,-0.8447265625,-0.853271484375,1.0,248693.0,250456.0,1,1,1,1
1784125077.001,125063000,93,1,0,0,10.0,25.0,10.0,25.0,8.849520683288574,25.497501373291016,-0.49750208854675293,34.103363037109375,49.14353561401367,0.0,0.0,0.0,0.0,0.949999988079071,0.0,-0.949180006980896,1.1504783630371094,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.014,125078000,94,1,1,1,9.993648529052734,24.989112854003906,9.993648529052734,24.989112854003906,8.785995483398438,25.700395584106445,-0.7112845778465271,-20.481595993041992,0.0,0.0,-0.13383962213993073,0.0,0.0,0.0,0.0,-0.6902075409889221,1.2076534032821655,18.0,0.2152782827615738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.029,125092000,95,1,2,0,9.978047370910645,25.0,9.978047370910645,25.0,8.431610107421875,25.438615798950195,-0.43861567974090576,107.25992584228516,121.93744659423828,0.0,0.0,0.0,0.11704816669225693,0.9558523893356323,0.0,-3.091917037963867,1.5464365482330322,18.0,0.3256591260433197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.043,125106000,96,1,3,0,10.00131893157959,25.0,10.00131893157959,25.0,8.342114448547363,25.602432250976562,-0.6024330854415894,89.32283020019531,108.94762420654297,0.0,0.0,0.0,0.30320924520492554,0.9651604294776917,0.0,2.5304360389709473,1.6592048406600952,18.0,0.34108051657676697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.060,125121000,97,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,-0.6764950156211853,2.508366107940674,0.6928009986877441,1.0,0.0,0.0,-0.0,0.45682409405708313,0.0,0.0,0.047605112195014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.077,125136000,98,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,-1.1355785131454468,-0.04963026940822601,-0.45274925231933594,2.1705923080444336,-0.06301973760128021,0.3532983064651489,0.042578697204589844,0.16614751517772675,-1.5883277654647827,2.120962142944336,9.852579116821289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.097,125154000,99,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,-0.20000000298023224,-0.0,2.0,-0.20000000298023224,-0.0,2.0,32.0,1.0,3553.0,3269.0,3568.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125077.118,125174000,100,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-601.9876708984375,-601.9876708984375,-601.9876708984375,-601.9876708984375,-503.611328125,-526.1568603515625,-713.9859619140625,-348.56353759765625,-0.499267578125,-0.396728515625,0.59326171875,-1.363525390625,-0.262451171875,-0.614013671875,0.56640625,-1.385498046875,1.0,249035.0,250801.0,1,1,1,1
1784125077.210,125262000,104,1,0,1,9.77854061126709,23.495222091674805,9.77854061126709,23.495222091674805,9.810171127319336,24.38740348815918,-0.8921831846237183,-7.77632474899292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22841407358646393,-0.03163069486618042,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.235,125288000,105,1,1,1,9.493159294128418,23.132204055786133,9.493159294128418,23.132204055786133,9.865479469299316,23.921085357666016,-0.7888808846473694,-12.669523239135742,0.0,0.0,-4.123449802398682,0.0,0.0,0.0,0.0,-0.3651326596736908,-0.37232115864753723,18.0,0.10899501293897629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.261,125312000,106,1,2,0,10.034968376159668,25.0,10.034968376159668,25.0,7.69521427154541,25.904390335083008,-0.9043902158737183,99.69282531738281,128.8603515625,0.0,0.0,0.0,1.0,1.0,0.0,-2.7209341526031494,2.3397536277770996,18.0,0.5277084112167358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.263,125339000,107,1,3,0,10.353744506835938,25.0,10.353744506835938,25.0,7.759303569793701,25.89309310913086,-0.893092155456543,85.62164306640625,113.86908721923828,0.0,0.0,0.0,1.0,1.0,0.0,2.289684295654297,2.594440460205078,18.0,0.5549425482749939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.295,125360000,108,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,-0.338959664106369,1.4611573219299316,0.3167667090892792,1.0,0.0,0.0,-0.0,0.14019380509853363,0.0,0.0,0.047605112195014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.310,125373000,109,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,-1.1355785131454468,-0.04963026940822601,0.07291007041931152,0.6917407512664795,0.0,0.0736096054315567,0.5074071884155273,0.07014039158821106,-1.0626684427261353,0.6421104669570923,10.317407608032227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.323,125387000,110,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,-0.20000000298023224,-0.0,2.0,-0.20000000298023224,-0.0,2.0,26.0,1.0,3565.0,3280.0,3580.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125077.340,125401000,111,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-601.9876708984375,-601.9876708984375,-601.9876708984375,-601.9876708984375,-395.9693298339844,-530.5667724609375,-492.8652038574219,-528.0899658203125,-1.1572265625,-0.36376953125,-0.594482421875,-0.36865234375,-1.19384765625,-0.478515625,-0.565185546875,-0.4736328125,1.0,249491.0,251260.0,1,1,1,1
1784125077.414,125470000,115,1,0,1,9.016337394714355,24.60512924194336,9.016337394714355,24.60512924194336,9.236432075500488,24.144193649291992,0.4609346389770508,5.698647975921631,0.0,0.0,0.0513119250535965,0.04054330661892891,0.0,0.0,0.0,-0.1806575208902359,-0.22009462118148804,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.435,125491000,116,1,1,1,8.556575775146484,24.708168029785156,8.556575775146484,24.708168029785156,8.715872764587402,24.66497802734375,0.04318952560424805,1.9154376983642578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057732537388801575,-0.1592978835105896,18.0,0.03162013366818428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.459,125513000,117,1,2,0,10.518787384033203,25.0,10.518787384033203,25.0,7.464997291564941,26.205820083618164,-1.205819845199585,84.33924865722656,122.51448059082031,0.0,0.0,0.0,1.0,1.0,0.0,-2.1782963275909424,3.0537896156311035,18.0,0.5994977355003357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.484,125536000,118,1,3,0,11.015369415283203,25.0,11.015369415283203,25.0,8.316328048706055,25.666566848754883,-0.6665676832199097,88.33952331542969,107.45551300048828,0.0,0.0,0.0,1.0,1.0,0.0,2.4148082733154297,2.699040651321411,18.0,0.5996869206428528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.486,125562000,119,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,0.2211218774318695,1.049810767173767,0.18707825243473053,1.0,0.02998976595699787,-0.0,-0.0,0.03976553678512573,0.0,0.0,0.047605112195014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.517,125583000,120,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.1355785131454468,-0.04963026940822601,0.6191330552101135,1.688705563545227,0.0010847580851987004,0.03728390112519264,1.0819120407104492,0.3071388304233551,-0.5164454579353333,1.6390752792358398,8.72808837890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.531,125595000,121,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,-0.20000000298023224,-0.0,2.0,-0.20000000298023224,-0.0,2.0,11.0,1.0,3576.0,3290.0,3591.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
1784125077.545,125608000,122,5,252,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-601.9876708984375,-601.9876708984375,-601.9876708984375,-601.9876708984375,-283.8704833984375,-386.08575439453125,-368.2334899902344,-760.80810546875,-1.68701171875,-1.1669921875,-1.263427734375,0.882568359375,-1.71630859375,-0.41748046875,-1.73828125,0.731201171875,1.0,249905.0,251677.0,1,1,1,1
1784125077.618,125676000,126,1,0,0,8.967228889465332,25.0,8.967228889465332,25.0,7.7866644859313965,25.88264274597168,-0.882643461227417,77.95870971679688,109.26045989990234,0.0,0.0,0.0,1.0,1.0,0.0,-2.1858842372894287,1.1805646419525146,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.638,125695000,127,1,1,0,8.361233711242676,25.0,8.361233711242676,25.0,7.5079569816589355,25.9091739654541,-0.9091734886169434,93.95001220703125,124.3526382446289,0.0,0.0,0.0,1.0,1.0,0.0,2.6676740646362305,0.8532769680023193,18.0,0.008622805587947369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.658,125715000,128,1,2,1,10.436277389526367,24.217561721801758,10.436277389526367,24.217561721801758,8.960665702819824,24.874786376953125,-0.6572261452674866,-6.907238960266113,0.0,0.0,-1.4491748809814453,0.0,0.0,0.0,0.0,0.25795432925224304,1.4756113290786743,18.0,0.4139135479927063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.679,125735000,129,1,3,1,11.045430183410645,24.05373764038086,11.045430183410645,24.05373764038086,10.016169548034668,24.589529037475586,-0.5357921123504639,-4.604029178619385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16562040150165558,1.0292603969573975,18.0,0.3861261010169983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784125077.702,125757000,130,2,255,0,,,,,,,,,,,,,,,,,,,,-0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,-0.20000000298023224,0.0,0.32266923785209656,1.1846354007720947,0.22695443034172058,1.0,0.07544825226068497,-0.0,0.0,0.0,0.0,0.0,0.047605112195014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
