host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2
1784055160.722,211517000,21,1,3,0,10.0,25.002317428588867,10.0,25.002317428588867,8.739619255065918,25.505748748779297,-0.5034327507019043,34.966957092285156,50.19449996948242,0.0,0.0,0.0,1.0,1.0,0.0,0.9641284346580505,1.260379672050476,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055160.730,211537000,22,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.5675684809684753,0.28332799673080444,0.07430151104927063,1.0,-0.01564554125070572,0.01564554125070572,-0.01564554125070572,0.01564554125070572,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784055160.731,211550000,23,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.9272130727767944,0.07338270545005798,0.5787628889083862,0.2848444879055023,0.009155703708529472,0.0,0.12959957122802734,0.009852873161435127,-1.3484501838684082,0.3582271933555603,9.939599990844727
1784055160.816,211640000,28,1,0,0,10.0,24.997676849365234,10.0,24.997676849365234,8.772913932800293,25.357133865356445,-0.35945624113082886,32.89723205566406,43.89010238647461,0.0,0.0,0.0,1.0,1.0,0.0,-0.9085606932640076,1.2270853519439697,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055160.842,211665000,29,1,1,0,10.0,25.002307891845703,10.0,25.002307891845703,9.099803924560547,25.244462966918945,-0.2421557903289795,40.310951232910156,47.68550491333008,0.0,0.0,0.0,1.0,1.0,0.0,1.1631189584732056,0.9001955389976501,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055160.845,211691000,30,1,2,0,10.0,24.997732162475586,10.0,24.997732162475586,8.96137809753418,25.148365020751953,-0.1506328582763672,42.318214416503906,46.81757354736328,0.0,0.0,0.0,1.0,1.0,0.0,-1.214792013168335,1.038621425628662,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055160.884,211711000,31,1,3,0,10.0,25.002079010009766,10.0,25.002079010009766,8.739295959472656,25.505388259887695,-0.5033105611801147,34.886512756347656,50.19285583496094,0.0,0.0,0.0,1.0,1.0,0.0,0.9616163969039917,1.2607038021087646,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055160.894,211724000,32,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.5470795035362244,0.2753693461418152,0.07196386903524399,1.0,-0.013726282864809036,0.013726282864809036,-0.013726282864809036,0.013726282864809036,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784055160.906,211739000,33,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.9272130727767944,0.07338270545005798,0.5359365940093994,0.2937321960926056,0.007919115014374256,0.0,0.0509185791015625,0.012015430256724358,-1.391276478767395,0.3671149015426636,9.860918998718262
1784055161.016,211837000,38,1,0,0,10.0,24.997913360595703,10.0,24.997913360595703,8.774191856384277,25.35673713684082,-0.3588244318962097,32.96202850341797,43.89174270629883,0.0,0.0,0.0,1.0,1.0,0.0,-0.9110611081123352,1.225807547569275,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.041,211863000,39,1,1,0,10.0,25.002124786376953,10.0,25.002124786376953,9.099108695983887,25.244712829589844,-0.24258792400360107,40.126319885253906,47.68423843383789,0.0,0.0,0.0,1.0,1.0,0.0,1.1566226482391357,0.9008907079696655,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.043,211890000,40,1,2,0,10.0,24.997861862182617,10.0,24.997861862182617,8.961304664611816,25.14963150024414,-0.15176981687545776,42.22071075439453,46.81846618652344,0.0,0.0,0.0,1.0,1.0,0.0,-1.2122195959091187,1.0386950969696045,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.077,211911000,41,1,3,0,10.0,25.002033233642578,10.0,25.002033233642578,8.739389419555664,25.506290435791016,-0.5042582750320435,34.799217224121094,50.192527770996094,0.0,0.0,0.0,1.0,1.0,0.0,0.9589030146598816,1.2606098651885986,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.092,211923000,42,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.5424647331237793,0.2849369943141937,0.07144775986671448,1.0,-0.013308732770383358,0.013308732770383358,-0.013308732770383358,0.013308732770383358,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784055161.093,211938000,43,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.9272130727767944,0.07338270545005798,0.5062313079833984,0.28810152411460876,0.0075468518771231174,0.0,0.08609867095947266,0.0025921612977981567,-1.420981764793396,0.36148422956466675,9.896099090576172
1784055161.222,212038000,48,1,0,0,10.0,24.99813461303711,10.0,24.99813461303711,8.772634506225586,25.357749938964844,-0.359615683555603,32.83750534057617,43.89327621459961,0.0,0.0,0.0,1.0,1.0,0.0,-0.906456470489502,1.2273646593093872,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.241,212064000,49,1,1,0,10.0,25.001916885375977,10.0,25.001916885375977,9.100589752197266,25.2441349029541,-0.24221837520599365,40.048736572265625,47.68280792236328,0.0,0.0,0.0,1.0,1.0,0.0,1.1546168327331543,0.8994095325469971,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.256,212090000,50,1,2,0,10.0,24.998022079467773,10.0,24.998022079467773,8.964588165283203,25.14807891845703,-0.15005767345428467,42.13104248046875,46.81957244873047,0.0,0.0,0.0,1.0,1.0,0.0,-1.2091562747955322,1.0354115962982178,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784055161.282,212110000,51,1,3,0,10.0,25.002094268798828,10.0,25.002094268798828,8.739306449890137,25.505390167236328,-0.5032956600189209,34.83903121948242,50.19295883178711,0.0,0.0,0.0,1.0,1.0,0.0,0.9599260091781616,1.2606933116912842,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
