host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2,ctl_chassis_mode,ctl_sys_mode,ctl_current_state,ctl_gait_running,ctl_is_zeroing,ctl_target_vx_mps,ctl_target_wz_radps,ctl_target_state,ctl_vision_vx_mps,ctl_vision_wz_radps,ctl_vision_state,ctl_vision_age_ms,ctl_vision_timeout_count,ctl_vision_rx_count,ctl_usb_rx_packet_count,ctl_vision_frame_count,ctl_auto_task_state,ctl_auto_force_stop,ctl_motion_gate_open
1784110859.963,123131000,32,1,0,0,10.0,25.0,10.0,25.0,9.083392143249512,25.413593292236328,-0.4135936498641968,31.347192764282227,43.88438034057617,0.0,0.0,0.0,1.0,1.0,0.0,-0.8864240646362305,0.9166069030761719,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110859.990,123156000,33,1,1,0,10.0,25.0,10.0,25.0,8.990615844726562,25.323291778564453,-0.32329261302948,37.74073791503906,47.691444396972656,0.0,0.0,0.0,1.0,1.0,0.0,1.0733813047409058,1.0093837976455688,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.016,123182000,34,1,2,0,10.0,25.0,10.0,25.0,8.955013275146484,24.970108032226562,0.0298917293548584,47.81206512451172,46.85525131225586,0.0,0.0,0.0,1.0,1.0,0.0,-1.386826753616333,1.044986367225647,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.018,123209000,35,1,3,0,10.0,25.0,10.0,25.0,8.793157577514648,25.36760902404785,-0.3676086664199829,38.95514678955078,50.15635681152344,0.0,0.0,0.0,1.0,1.0,0.0,1.0924299955368042,1.206842064857483,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.047,123229000,36,2,255,0,,,,,,,,,,,,,,,,,,,,0.10651899129152298,-0.22242581844329834,2.773405075073242,2.349663019180298,2.773405075073242,2.349663019180298,0.0,0.0,-0.16459082067012787,-0.7398918867111206,0.09684357047080994,1.0,-0.022245515137910843,0.022245515137910843,0.022245515137910843,-0.022245515137910843,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.061,123240000,37,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4511990547180176,1.0248026847839355,-0.17299115657806396,-0.7187244892120361,0.0,-0.01768854260444641,0.010740280151367188,0.012502757832407951,-1.6241902112960815,0.306078165769577,9.799260139465332,,,,,,,,,,,,,,,,,,,
1784110860.074,123253000,38,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,2144.0,1963.0,2144.0,2.0,1.0,0.0
1784110860.139,123314000,42,1,0,0,10.0,25.0,10.0,25.0,9.084168434143066,25.41341209411621,-0.41341185569763184,31.323413848876953,43.88479995727539,0.0,0.0,0.0,1.0,1.0,0.0,-0.8854694366455078,0.9158306121826172,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.158,123332000,43,1,1,0,10.0,25.0,10.0,25.0,8.991405487060547,25.321733474731445,-0.3217339515686035,37.978981018066406,47.69089889526367,0.0,0.0,0.0,1.0,1.0,0.0,1.081350564956665,1.008594036102295,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784110860.177,123350000,44,1,2,0,10.0,25.0,10.0,25.0,8.958698272705078,24.96882438659668,0.03117471933364868,47.82199478149414,46.85467529296875,0.0,0.0,0.0,1.0,1.0,0.0,-1.3877146244049072,1.0413013696670532,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
