host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_relief_cm,gait_rear_x_relief_cmps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg
1784039166.153,167156000,31,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784039166.181,167206000,36,1,0,0,10.0,25.0,10.0,25.0,8.795267105102539,25.36128807067871,-0.36128759384155273,32.85599899291992,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9090222716331482,1.204732060432434,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.182,167216000,37,1,1,0,10.0,25.0,10.0,25.0,8.812350273132324,25.33206558227539,-0.3320664167404175,37.516326904296875,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.0517523288726807,1.1876493692398071,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.197,167226000,38,1,2,0,10.0,25.0,10.0,25.0,8.71330738067627,25.238618850708008,-0.23861825466156006,39.631168365478516,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1100314855575562,1.2866921424865723,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.201,167236000,39,1,3,0,10.0,25.0,10.0,25.0,9.072903633117676,25.408458709716797,-0.4084587097167969,37.72943115234375,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0778285264968872,0.927095890045166,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.217,167246000,40,2,255,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1784039166.221,167256000,41,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784039166.277,167306000,46,1,0,0,10.0,25.0,10.0,25.0,8.79493236541748,25.363248825073242,-0.3632485866546631,32.74303436279297,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.905410885810852,1.2050665616989136,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.281,167316000,47,1,1,0,10.0,25.0,10.0,25.0,8.812548637390137,25.33156967163086,-0.33156871795654297,37.54508972167969,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.0527745485305786,1.1874511241912842,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784039166.297,167326000,48,1,2,0,10.0,25.0,10.0,25.0,8.71541690826416,25.238317489624023,-0.23831725120544434,39.56201934814453,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1079622507095337,1.2845828533172607,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
