host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2
1784058268.692,215983000,228,1,0,0,10.0,25.0,10.0,25.0,9.2639799118042,25.33465003967285,-0.33465027809143066,33.83155822753906,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9776729345321655,0.7360197305679321,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.707,216005000,229,1,1,0,10.0,25.0,10.0,25.0,9.269383430480957,25.13275718688965,-0.13275742530822754,43.595211029052734,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.279741883277893,0.7306158542633057,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.727,216029000,230,1,2,0,10.0,25.0,10.0,25.0,9.122293472290039,24.977954864501953,0.022044777870178223,47.79884338378906,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.4010226726531982,0.8777059316635132,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.733,216055000,231,1,3,0,10.0,25.0,10.0,25.0,9.412083625793457,25.500701904296875,-0.5007028579711914,34.87427520751953,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0166306495666504,0.5879156589508057,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.766,216076000,232,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.0071676308289170265,-0.00889239739626646,0.04000909626483917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058268.778,216089000,233,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,-0.003564596176147461,0.01298108696937561,0.0,0.0,0.09303855895996094,0.003255341434851289,-1.428889513015747,0.15001265704631805,9.90303897857666
1784058268.883,216185000,238,1,0,0,10.0,25.0,10.0,25.0,9.265498161315918,25.33323097229004,-0.33323168754577637,33.54341506958008,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.968467116355896,0.7345013618469238,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.915,216211000,239,1,1,0,10.0,25.0,10.0,25.0,9.270500183105469,25.132766723632812,-0.13276636600494385,43.6279296875,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2812706232070923,0.7294989824295044,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.924,216237000,240,1,2,0,10.0,25.0,10.0,25.0,9.12407398223877,24.97687339782715,0.023126602172851562,47.80461502075195,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.4011908769607544,0.8759253025054932,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.946,216259000,241,1,3,0,10.0,25.0,10.0,25.0,9.414304733276367,25.499927520751953,-0.49992799758911133,34.89702606201172,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0179508924484253,0.5856946110725403,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058268.964,216273000,242,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.00201525934971869,-0.003419305896386504,0.04000134393572807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058268.981,216289000,243,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,-0.013967514038085938,-0.01159060001373291,0.0,0.0,0.10095787048339844,0.0055534676648676395,-1.4392924308776855,0.12544097006320953,9.910958290100098
1784058269.090,216396000,248,1,0,0,10.0,25.0,10.0,25.0,9.263138771057129,25.335466384887695,-0.3354668617248535,33.48886489868164,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9663673043251038,0.7368601560592651,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.114,216415000,249,1,1,0,10.0,25.0,10.0,25.0,9.269389152526855,25.13275146484375,-0.13275146484375,43.642452239990234,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2814782857894897,0.7306098937988281,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.130,216435000,250,1,2,0,10.0,25.0,10.0,25.0,9.123483657836914,24.977039337158203,0.02295970916748047,47.46375274658203,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.39009690284729,0.8765161037445068,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.156,216453000,251,1,3,0,10.0,25.0,10.0,25.0,9.41268253326416,25.500530242919922,-0.5005300045013428,35.078826904296875,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0235430002212524,0.587316632270813,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.176,216473000,252,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.02033257484436035,-0.006733068730682135,0.04004749655723572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058269.230,216496000,253,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,-0.006854534149169922,0.00705428421497345,0.0,0.0,0.13759231567382812,0.0023486416321247816,-1.4321794509887695,0.1440858542919159,9.947592735290527
1784058269.294,216595000,2,1,0,0,10.0,25.0,10.0,25.0,9.263469696044922,25.335777282714844,-0.33577680587768555,33.71311569213867,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.974231481552124,0.7365293502807617,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.314,216611000,3,1,1,0,10.0,25.0,10.0,25.0,9.269903182983398,25.131698608398438,-0.13169944286346436,43.85309982299805,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2881089448928833,0.7300958037376404,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.320,216628000,4,1,2,0,10.0,25.0,10.0,25.0,9.12484359741211,24.976558685302734,0.023441016674041748,47.52568817138672,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.392242431640625,0.8751556277275085,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.349,216647000,5,1,3,0,10.0,25.0,10.0,25.0,9.4128999710083,25.49997901916504,-0.4999786615371704,35.10746765136719,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0247430801391602,0.5870990753173828,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.369,216667000,6,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.018772516399621964,-0.010394930839538574,0.04004049301147461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058269.393,216690000,7,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,-0.011577367782592773,-0.025031886994838715,0.0,0.0,0.05840110778808594,0.0032158559188246727,-1.4369022846221924,0.11199968308210373,9.868401527404785
1784058269.495,216790000,12,1,0,0,10.0,25.0,10.0,25.0,9.260921478271484,25.33721923828125,-0.33721923828125,33.61669921875,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9709169864654541,0.7390774488449097,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.508,216808000,13,1,1,0,10.0,25.0,10.0,25.0,9.268656730651855,25.132972717285156,-0.13297200202941895,43.570343017578125,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2790294885635376,0.7313430309295654,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.524,216826000,14,1,2,0,10.0,25.0,10.0,25.0,9.124040603637695,24.976940155029297,0.023059546947479248,47.79323196411133,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.4009323120117188,0.8759588003158569,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.560,216847000,15,1,3,0,10.0,25.0,10.0,25.0,9.412668228149414,25.500446319580078,-0.5004465579986572,35.02375030517578,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.022087574005127,0.5873315334320068,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.572,216870000,16,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.007942288182675838,-0.016984516754746437,0.04003315418958664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058269.596,216896000,17,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.014453768730163574,-0.04592174291610718,0.0,0.0,0.050744056701660156,0.001215968281030655,-1.410871148109436,0.09110982716083527,9.86074447631836
1784058269.757,216984000,22,1,0,0,10.0,25.0,10.0,25.0,9.259979248046875,25.336620330810547,-0.3366202116012573,33.572364807128906,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9693961143493652,0.7400199770927429,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.758,217000000,23,1,1,0,10.0,25.0,10.0,25.0,9.26925277709961,25.13323402404785,-0.13323426246643066,43.44865036010742,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.274742603302002,0.7307462692260742,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.758,217019000,24,1,2,0,10.0,25.0,10.0,25.0,9.123204231262207,24.977619171142578,0.022380053997039795,47.42886734008789,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.389035701751709,0.8767955303192139,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.758,217039000,25,1,3,0,10.0,25.0,10.0,25.0,9.413206100463867,25.49973487854004,-0.4997342824935913,34.846168518066406,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0158472061157227,0.5867928266525269,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.817,217062000,26,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.009511634707450867,-0.019704043865203857,0.04004460945725441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058269.817,217085000,27,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.0623396635055542,-0.030200496315956116,0.0,0.0,0.04984760284423828,0.008155457675457,-1.3629852533340454,0.10683107376098633,9.859848022460938
1784058269.880,217190000,32,1,0,0,10.0,25.0,10.0,25.0,9.26125717163086,25.3352108001709,-0.33521056175231934,33.74416732788086,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9751347303390503,0.7387422323226929,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.901,217207000,33,1,1,0,10.0,25.0,10.0,25.0,9.270090103149414,25.13245391845703,-0.13245344161987305,43.57084274291992,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2792621850967407,0.7299095392227173,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.920,217226000,34,1,2,0,10.0,25.0,10.0,25.0,9.122063636779785,24.978557586669922,0.021442770957946777,47.507057189941406,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.3913688659667969,0.8779354095458984,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.947,217247000,35,1,3,0,10.0,25.0,10.0,25.0,9.413331031799316,25.49925422668457,-0.4992544651031494,34.944549560546875,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0188488960266113,0.5866683721542358,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058269.978,217271000,36,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.022843878716230392,-0.016048680990934372,0.040059931576251984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058269.978,217297000,37,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.06210899353027344,-0.006498098373413086,0.0,0.0,0.021196365356445312,0.009469347074627876,-1.3632159233093262,0.13053347170352936,9.788804054260254
1784058270.088,217393000,42,1,0,0,10.0,25.0,10.0,25.0,9.261675834655762,25.334632873535156,-0.33463239669799805,33.74329376220703,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9746837019920349,0.738323450088501,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.119,217415000,43,1,1,0,10.0,25.0,10.0,25.0,9.2691650390625,25.133312225341797,-0.13331174850463867,43.61711883544922,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2805976867675781,0.7308341264724731,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.172,217439000,44,1,2,0,10.0,25.0,10.0,25.0,9.121804237365723,24.97770118713379,0.022298097610473633,47.52204132080078,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.3918784856796265,0.8781954646110535,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.173,217465000,45,1,3,0,10.0,25.0,10.0,25.0,9.413010597229004,25.49988555908203,-0.49988627433776855,34.85856246948242,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.016379714012146,0.5869888067245483,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.173,217486000,46,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.02894214540719986,-0.01664278469979763,0.04009612277150154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058270.196,217499000,47,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.04922187328338623,-0.004638254642486572,0.0,0.0,0.10689735412597656,0.0022852907422930002,-1.3761030435562134,0.13239331543445587,9.916897773742676
1784058270.289,217589000,52,1,0,0,10.0,25.0,10.0,25.0,9.262734413146973,25.33377456665039,-0.3337740898132324,33.81032943725586,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9766494631767273,0.7372647523880005,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.321,217614000,53,1,1,0,10.0,25.0,10.0,25.0,9.27013874053955,25.132476806640625,-0.1324772834777832,43.50414276123047,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2767820358276367,0.7298603653907776,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.322,217640000,54,1,2,0,10.0,25.0,10.0,25.0,9.121933937072754,24.977561950683594,0.0224381685256958,47.449893951416016,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.3897581100463867,0.878065824508667,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.358,217661000,55,1,3,0,10.0,25.0,10.0,25.0,9.413969039916992,25.49911117553711,-0.4991114139556885,35.1230583190918,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.025136947631836,0.5860298871994019,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.364,217674000,56,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.02324342541396618,-0.00897391326725483,0.04006204381585121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058270.380,217689000,57,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.009795784950256348,-0.0012409985065460205,0.0,0.0,0.0637359619140625,0.006440293975174427,-1.4155291318893433,0.13579057157039642,9.746264457702637
1784058270.470,217795000,62,1,0,0,10.0,25.0,10.0,25.0,9.262467384338379,25.33530044555664,-0.3352999687194824,34.013526916503906,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9839737415313721,0.7375322580337524,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.512,217814000,63,1,1,0,10.0,25.0,10.0,25.0,9.269378662109375,25.13275718688965,-0.13275742530822754,43.6285285949707,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2807070016860962,0.7306203246116638,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.527,217835000,64,1,2,0,10.0,25.0,10.0,25.0,9.120521545410156,24.97903060913086,0.020968914031982422,47.46428680419922,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.3900120258331299,0.8794777393341064,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.547,217853000,65,1,3,0,10.0,25.0,10.0,25.0,9.412717819213867,25.500465393066406,-0.5004644393920898,34.92087936401367,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0184882879257202,0.5872815847396851,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.551,217871000,66,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.02980782836675644,-0.017479252070188522,0.040101949125528336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058270.589,217892000,67,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,-0.003844022750854492,0.0008106827735900879,0.0,0.0,0.04244232177734375,0.0081293024122715,-1.429168939590454,0.13784225285053253,9.767558097839355
1784058270.689,218001000,72,1,0,0,10.0,25.0,10.0,25.0,9.264678001403809,25.334857940673828,-0.33485889434814453,33.68033981323242,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9727031588554382,0.7353216409683228,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.721,218015000,73,1,1,0,10.0,25.0,10.0,25.0,9.270803451538086,25.13226890563965,-0.13226866722106934,43.67882537841797,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.2826536893844604,0.729195773601532,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.723,218030000,74,1,2,0,10.0,25.0,10.0,25.0,9.123974800109863,24.977298736572266,0.022701919078826904,47.48373031616211,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.3908843994140625,0.8760243654251099,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.740,218048000,75,1,3,0,10.0,25.0,10.0,25.0,9.414299964904785,25.500822067260742,-0.5008220672607422,34.90253829956055,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0183135271072388,0.5856997966766357,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784058270.761,218066000,76,2,255,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0319412425160408,-0.02139570564031601,0.04011702910065651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1784058270.783,218087000,77,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.4253249168395996,0.13703157007694244,0.004291892051696777,-0.02378155291080475,0.0,0.0,0.013564109802246094,0.009550693444907665,-1.4210330247879028,0.1132500171661377,9.796436309814453
1784058270.886,218194000,82,1,0,0,10.0,25.0,10.0,25.0,9.26256275177002,25.33658218383789,-0.3365814685821533,33.624794006347656,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9709352850914001,0.7374368906021118,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
