host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_relief_cm,gait_rear_x_relief_cmps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg
1784043337.896,234606000,120,1,0,0,10.0,25.0,10.0,25.0,8.846168518066406,25.367128372192383,-0.367128849029541,32.70735549926758,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9087588787078857,1.1538312435150146,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.913,234616000,121,1,1,0,10.0,25.0,10.0,25.0,8.937769889831543,25.297090530395508,-0.29709041118621826,38.632869720458984,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.0971840620040894,1.0622292757034302,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.913,234626000,122,1,2,0,10.0,25.0,10.0,25.0,8.778124809265137,25.21273422241211,-0.21273493766784668,40.361507415771484,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.138262391090393,1.2218743562698364,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.914,234636000,123,1,3,0,10.0,25.0,10.0,25.0,9.06728744506836,25.417024612426758,-0.4170238971710205,37.42502212524414,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.068305492401123,0.9327120780944824,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.914,234646000,124,2,255,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1784043337.914,234656000,125,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784043337.945,234706000,130,1,0,0,10.0,25.0,10.0,25.0,8.843358993530273,25.369003295898438,-0.36900341510772705,32.606689453125,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9054328203201294,1.1566400527954102,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.951,234716000,131,1,1,0,10.0,25.0,10.0,25.0,8.93657112121582,25.297128677368164,-0.29712915420532227,38.635887145996094,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.0969990491867065,1.0634280443191528,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.967,234726000,132,1,2,0,10.0,25.0,10.0,25.0,8.775589942932129,25.214136123657227,-0.21413564682006836,40.32416915893555,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1368364095687866,1.2244091033935547,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784043337.969,234736000,133,1,3,0,10.0,25.0,10.0,25.0,9.06712532043457,25.416147232055664,-0.41614770889282227,37.44719696044922,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0689177513122559,0.9328745603561401,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
