host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1784020743.864,157096000,49,1,1,0,10.0,25.0,10.0,25.0,9.536654472351074,26.3576602935791,-1.3576596975326538,6.277587890625,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1548776924610138,,,,,,,,,,,,,,,,
1784020743.879,157106000,50,1,2,0,10.0,25.0,10.0,25.0,9.46872329711914,26.252164840698242,-1.25216543674469,8.453971862792969,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.21487963199615479,,,,,,,,,,,,,,,,
1784020743.880,157116000,51,1,3,0,10.0,25.0,10.0,25.0,10.570435523986816,26.41260528564453,-1.4126062393188477,7.332851409912109,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2590263783931732,,,,,,,,,,,,,,,,
1784020743.891,157126000,52,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020743.943,157176000,57,1,0,0,10.0,25.0,10.0,25.0,11.380162239074707,26.156543731689453,-1.1565446853637695,8.619121551513672,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3496003746986389,,,,,,,,,,,,,,,,
1784020743.951,157186000,58,1,1,0,10.0,25.0,10.0,25.0,9.536623001098633,26.357704162597656,-1.3577044010162354,6.289371490478516,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15525946021080017,,,,,,,,,,,,,,,,
1784020743.961,157196000,59,1,2,0,10.0,25.0,10.0,25.0,9.46994686126709,26.25213623046875,-1.2521356344223022,8.588863372802734,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2201068252325058,,,,,,,,,,,,,,,,
1784020743.971,157206000,60,1,3,0,10.0,25.0,10.0,25.0,10.569962501525879,26.413616180419922,-1.4136165380477905,7.030189514160156,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.24909430742263794,,,,,,,,,,,,,,,,
1784020743.981,157216000,61,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.030,157266000,66,1,0,0,10.0,25.0,10.0,25.0,11.37939739227295,26.15683364868164,-1.1568337678909302,8.613040924072266,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3492536246776581,,,,,,,,,,,,,,,,
1784020744.048,157276000,67,1,1,0,10.0,25.0,10.0,25.0,9.537090301513672,26.357913970947266,-1.3579130172729492,6.259983062744141,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1545032262802124,,,,,,,,,,,,,,,,
1784020744.050,157286000,68,1,2,0,10.0,25.0,10.0,25.0,9.469114303588867,26.252477645874023,-1.2524783611297607,8.644485473632812,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2214617133140564,,,,,,,,,,,,,,,,
1784020744.060,157296000,69,1,3,0,10.0,25.0,10.0,25.0,10.568713188171387,26.41370964050293,-1.4137089252471924,7.013118743896484,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.24842749536037445,,,,,,,,,,,,,,,,
1784020744.081,157306000,70,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.121,157356000,75,1,0,0,10.0,25.0,10.0,25.0,11.380036354064941,26.1556396484375,-1.1556386947631836,8.755226135253906,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3537535071372986,,,,,,,,,,,,,,,,
1784020744.136,157366000,76,1,1,0,10.0,25.0,10.0,25.0,9.536645889282227,26.357666015625,-1.3576656579971313,6.271602630615234,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15469923615455627,,,,,,,,,,,,,,,,
1784020744.141,157376000,77,1,2,0,10.0,25.0,10.0,25.0,9.469443321228027,26.251903533935547,-1.2519031763076782,8.5772705078125,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.21978457272052765,,,,,,,,,,,,,,,,
1784020744.153,157386000,78,1,3,0,10.0,25.0,10.0,25.0,10.570220947265625,26.413148880004883,-1.4131486415863037,7.141681671142578,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.25280579924583435,,,,,,,,,,,,,,,,
1784020744.156,157396000,79,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.210,157446000,84,1,0,0,10.0,25.0,10.0,25.0,11.37965202331543,26.156309127807617,-1.1563092470169067,8.66347885131836,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3508109748363495,,,,,,,,,,,,,,,,
1784020744.217,157456000,85,1,1,0,10.0,25.0,10.0,25.0,9.536747932434082,26.357582092285156,-1.3575822114944458,6.2819061279296875,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15503926575183868,,,,,,,,,,,,,,,,
1784020744.233,157466000,86,1,2,0,10.0,25.0,10.0,25.0,9.469130516052246,26.25247573852539,-1.252475380897522,8.640663146972656,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.22168174386024475,,,,,,,,,,,,,,,,
1784020744.236,157476000,87,1,3,0,10.0,25.0,10.0,25.0,10.569953918457031,26.413619995117188,-1.4136195182800293,7.173069000244141,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2538774609565735,,,,,,,,,,,,,,,,
1784020744.245,157486000,88,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.296,157536000,93,1,0,0,10.0,25.0,10.0,25.0,11.379108428955078,26.157421112060547,-1.1574208736419678,8.584770202636719,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3484017848968506,,,,,,,,,,,,,,,,
1784020744.311,157546000,94,1,1,0,10.0,25.0,10.0,25.0,9.536723136901855,26.357635498046875,-1.3576358556747437,6.201560974121094,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15207670629024506,,,,,,,,,,,,,,,,
1784020744.322,157556000,95,1,2,0,10.0,25.0,10.0,25.0,9.468440055847168,26.252687454223633,-1.2526869773864746,8.362842559814453,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.21181634068489075,,,,,,,,,,,,,,,,
1784020744.337,157566000,96,1,3,0,10.0,25.0,10.0,25.0,10.569398880004883,26.413476943969727,-1.4134764671325684,7.305442810058594,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.258105993270874,,,,,,,,,,,,,,,,
1784020744.338,157576000,97,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.390,157626000,102,1,0,0,10.0,25.0,10.0,25.0,11.3796968460083,26.156333923339844,-1.156333088874817,8.627445220947266,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.34964126348495483,,,,,,,,,,,,,,,,
1784020744.403,157636000,103,1,1,0,10.0,25.0,10.0,25.0,9.537344932556152,26.35744857788086,-1.3574481010437012,6.340373992919922,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1570519357919693,,,,,,,,,,,,,,,,
1784020744.422,157646000,104,1,2,0,10.0,25.0,10.0,25.0,9.469721794128418,26.251394271850586,-1.2513935565948486,8.668174743652344,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2221536934375763,,,,,,,,,,,,,,,,
1784020744.423,157656000,105,1,3,0,10.0,25.0,10.0,25.0,10.569646835327148,26.414209365844727,-1.4142096042633057,7.534820556640625,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2656879425048828,,,,,,,,,,,,,,,,
1784020744.430,157666000,106,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.473,157716000,111,1,0,0,10.0,25.0,10.0,25.0,11.37965202331543,26.156309127807617,-1.1563092470169067,8.660930633544922,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.35075342655181885,,,,,,,,,,,,,,,,
1784020744.491,157726000,112,1,1,0,10.0,25.0,10.0,25.0,9.53633975982666,26.35822296142578,-1.3582229614257812,6.479656219482422,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.161645770072937,,,,,,,,,,,,,,,,
1784020744.500,157736000,113,1,2,0,10.0,25.0,10.0,25.0,9.468870162963867,26.252117156982422,-1.2521177530288696,8.460990905761719,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2145874947309494,,,,,,,,,,,,,,,,
1784020744.522,157746000,114,1,3,0,10.0,25.0,10.0,25.0,10.570236206054688,26.413095474243164,-1.4130949974060059,7.095947265625,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.25121980905532837,,,,,,,,,,,,,,,,
1784020744.523,157756000,115,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.570,157806000,120,1,0,0,10.0,25.0,10.0,25.0,11.380366325378418,26.1560001373291,-1.1559993028640747,8.686721801757812,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.35173603892326355,,,,,,,,,,,,,,,,
1784020744.610,157816000,121,1,1,0,10.0,25.0,10.0,25.0,9.537364959716797,26.35740089416504,-1.3574004173278809,6.2858428955078125,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15543293952941895,,,,,,,,,,,,,,,,
1784020744.621,157826000,122,1,2,0,10.0,25.0,10.0,25.0,9.468873977661133,26.25294303894043,-1.2529432773590088,8.160846710205078,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.20563742518424988,,,,,,,,,,,,,,,,
1784020744.621,157836000,123,1,3,0,10.0,25.0,10.0,25.0,10.568861961364746,26.414512634277344,-1.4145135879516602,6.914035797119141,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.24568353593349457,,,,,,,,,,,,,,,,
1784020744.622,157846000,124,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.653,157896000,129,1,0,0,10.0,25.0,10.0,25.0,11.380606651306152,26.155519485473633,-1.1555194854736328,8.740348815917969,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.35338687896728516,,,,,,,,,,,,,,,,
1784020744.670,157906000,130,1,1,0,10.0,25.0,10.0,25.0,9.536673545837402,26.35761260986328,-1.3576120138168335,6.152595520019531,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15101304650306702,,,,,,,,,,,,,,,,
1784020744.675,157916000,131,1,2,0,10.0,25.0,10.0,25.0,9.469579696655273,26.251861572265625,-1.2518614530563354,8.576496124267578,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2185734212398529,,,,,,,,,,,,,,,,
1784020744.690,157926000,132,1,3,0,10.0,25.0,10.0,25.0,10.56924819946289,26.413894653320312,-1.413893699645996,7.071784973144531,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.25053611397743225,,,,,,,,,,,,,,,,
1784020744.695,157936000,133,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.750,157986000,138,1,0,0,10.0,25.0,10.0,25.0,11.378299713134766,26.157814025878906,-1.1578142642974854,8.685874938964844,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.35138824582099915,,,,,,,,,,,,,,,,
1784020744.751,157996000,139,1,1,0,10.0,25.0,10.0,25.0,9.536510467529297,26.357709884643555,-1.357710361480713,6.26800537109375,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1546282023191452,,,,,,,,,,,,,,,,
1784020744.770,158006000,140,1,2,0,10.0,25.0,10.0,25.0,9.468515396118164,26.252656936645508,-1.252657175064087,8.596420288085938,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.21950192749500275,,,,,,,,,,,,,,,,
1784020744.774,158016000,141,1,3,0,10.0,25.0,10.0,25.0,10.569791793823242,26.413726806640625,-1.413726806640625,6.736438751220703,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.23890747129917145,,,,,,,,,,,,,,,,
1784020744.790,158026000,142,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.836,158076000,147,1,0,0,10.0,25.0,10.0,25.0,11.380342483520508,26.156047821044922,-1.156046986579895,8.71054458618164,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.35242846608161926,,,,,,,,,,,,,,,,
1784020744.853,158086000,148,1,1,0,10.0,25.0,10.0,25.0,9.53632640838623,26.358232498168945,-1.3582319021224976,6.155147552490234,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15106871724128723,,,,,,,,,,,,,,,,
1784020744.853,158096000,149,1,2,0,10.0,25.0,10.0,25.0,9.468679428100586,26.252222061157227,-1.2522220611572266,8.62423324584961,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.22058773040771484,,,,,,,,,,,,,,,,
1784020744.870,158106000,150,1,3,0,10.0,25.0,10.0,25.0,10.571325302124023,26.41221046447754,-1.4122098684310913,7.181297302246094,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.25398126244544983,,,,,,,,,,,,,,,,
1784020744.882,158116000,151,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020744.930,158166000,156,1,0,0,10.0,25.0,10.0,25.0,11.378904342651367,26.156679153442383,-1.1566787958145142,8.628803253173828,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3496466279029846,,,,,,,,,,,,,,,,
1784020744.937,158176000,157,1,1,0,10.0,25.0,10.0,25.0,9.535659790039062,26.3585147857666,-1.3585150241851807,6.115345001220703,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1497027575969696,,,,,,,,,,,,,,,,
1784020744.950,158186000,158,1,2,0,10.0,25.0,10.0,25.0,9.468327522277832,26.252763748168945,-1.2527644634246826,8.69717025756836,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.22271233797073364,,,,,,,,,,,,,,,,
1784020744.961,158196000,159,1,3,0,10.0,25.0,10.0,25.0,10.570730209350586,26.412031173706055,-1.4120310544967651,7.28515625,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2579433023929596,,,,,,,,,,,,,,,,
1784020744.976,158206000,160,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020745.017,158256000,165,1,0,0,10.0,25.0,10.0,25.0,11.379322052001953,26.156869888305664,-1.1568695306777954,8.607494354248047,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.34906890988349915,,,,,,,,,,,,,,,,
1784020745.030,158266000,166,1,1,0,10.0,25.0,10.0,25.0,9.535971641540527,26.357946395874023,-1.3579457998275757,6.208984375,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1525701880455017,,,,,,,,,,,,,,,,
1784020745.042,158276000,167,1,2,0,10.0,25.0,10.0,25.0,9.469156265258789,26.25242805480957,-1.2524276971817017,8.537242889404297,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.2182505577802658,,,,,,,,,,,,,,,,
1784020745.050,158286000,168,1,3,0,10.0,25.0,10.0,25.0,10.570528984069824,26.41252326965332,-1.412522792816162,7.119293212890625,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2520844340324402,,,,,,,,,,,,,,,,
1784020745.056,158296000,169,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020745.110,158346000,174,1,0,0,10.0,25.0,10.0,25.0,11.378585815429688,26.157230377197266,-1.1572301387786865,8.413009643554688,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.34272509813308716,,,,,,,,,,,,,,,,
1784020745.124,158356000,175,1,1,0,10.0,25.0,10.0,25.0,9.536432266235352,26.358154296875,-1.3581544160842896,6.220752716064453,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.1526421308517456,,,,,,,,,,,,,,,,
1784020745.129,158366000,176,1,2,0,10.0,25.0,10.0,25.0,9.467795372009277,26.25291633605957,-1.2529164552688599,8.28139877319336,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.20924925804138184,,,,,,,,,,,,,,,,
1784020745.133,158376000,177,1,3,0,10.0,25.0,10.0,25.0,10.571295738220215,26.41217041015625,-1.4121711254119873,7.044956207275391,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.2493874877691269,,,,,,,,,,,,,,,,
1784020745.154,158386000,178,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020745.199,158436000,183,1,0,0,10.0,25.0,10.0,25.0,11.378654479980469,26.15719985961914,-1.1572003364562988,8.629837036132812,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3496907651424408,,,,,,,,,,,,,,,,
1784020745.212,158446000,184,1,1,0,10.0,25.0,10.0,25.0,9.536764144897461,26.3576602935791,-1.3576596975326538,6.319328308105469,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15627935528755188,,,,,,,,,,,,,,,,
1784020745.216,158456000,185,1,2,0,10.0,25.0,10.0,25.0,9.46871566772461,26.252180099487305,-1.2521803379058838,8.968849182128906,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.23142588138580322,,,,,,,,,,,,,,,,
1784020745.232,158466000,186,1,3,0,10.0,25.0,10.0,25.0,10.56850814819336,26.41419792175293,-1.4141976833343506,6.587680816650391,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.23373518884181976,,,,,,,,,,,,,,,,
1784020745.240,158476000,187,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020745.292,158526000,192,1,0,0,10.0,25.0,10.0,25.0,11.379971504211426,26.155656814575195,-1.1556565761566162,8.679931640625,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.351437509059906,,,,,,,,,,,,,,,,
1784020745.296,158536000,193,1,1,0,10.0,25.0,10.0,25.0,9.536458015441895,26.35810089111328,-1.3581007719039917,6.213878631591797,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.15295444428920746,,,,,,,,,,,,,,,,
1784020745.310,158546000,194,1,2,0,10.0,25.0,10.0,25.0,9.46947956085205,26.251941680908203,-1.2519419193267822,8.668590545654297,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.22211723029613495,,,,,,,,,,,,,,,,
1784020745.315,158556000,195,1,3,0,10.0,25.0,10.0,25.0,10.569664001464844,26.414188385009766,-1.4141887426376343,6.801643371582031,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.24205489456653595,,,,,,,,,,,,,,,,
1784020745.330,158566000,196,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784020745.376,158616000,201,1,0,0,10.0,25.0,10.0,25.0,11.380439758300781,26.155963897705078,-1.1559635400772095,8.56948471069336,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.3479483723640442,,,,,,,,,,,,,,,,
1784020745.390,158626000,202,1,1,0,10.0,25.0,10.0,25.0,9.536478996276855,26.358089447021484,-1.3580888509750366,6.119712829589844,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,0.14987361431121826,,,,,,,,,,,,,,,,
1784020745.396,158636000,203,1,2,0,10.0,25.0,10.0,25.0,9.468915939331055,26.25296974182129,-1.2529700994491577,8.649822235107422,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-0.22165215015411377,,,,,,,,,,,,,,,,
1784020745.410,158646000,204,1,3,0,10.0,25.0,10.0,25.0,10.569812774658203,26.41281509399414,-1.4128148555755615,7.07305908203125,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.25040534138679504,,,,,,,,,,,,,,,,
