host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_relief_cm,gait_rear_x_relief_cmps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg
1784045255.954,163646000,192,2,255,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1784045255.984,163656000,193,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784045255.985,163706000,198,1,0,0,10.0,25.0,10.0,25.0,8.838290214538574,25.372711181640625,-0.37271082401275635,32.52556228637695,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.9023988842964172,1.1617094278335571,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784045255.985,163716000,199,1,1,0,10.0,25.0,10.0,25.0,9.011358261108398,25.25484275817871,-0.2548426389694214,39.71451950073242,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.1369606256484985,0.9886413812637329,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784045255.985,163726000,200,1,2,0,10.0,25.0,10.0,25.0,8.821576118469238,25.19048500061035,-0.19048452377319336,40.99402618408203,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1614512205123901,1.178423285484314,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784045255.985,163736000,201,1,3,0,10.0,25.0,10.0,25.0,9.156793594360352,25.414705276489258,-0.4147052764892578,37.49150085449219,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,1.0776469707489014,0.8432060480117798,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784045256.021,163746000,202,2,255,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1784045256.021,163756000,203,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784045256.024,163806000,208,1,0,0,10.0,25.0,10.0,25.0,8.835851669311523,25.374969482421875,-0.37496984004974365,32.40946578979492,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.8986829519271851,1.1641472578048706,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784045256.035,163816000,209,1,1,0,10.0,25.0,10.0,25.0,9.011514663696289,25.254318237304688,-0.25431811809539795,39.91029357910156,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.1431448459625244,0.9884849190711975,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
