[INFO] [1784084112.944977866] [global_localization]: Waiting for global map...
[INFO] [1784084112.948326945] [global_localization]: Loading map: /home/gsing/2026Gsing/2026_Gsing-second_ROS/map/PCD33.pcd, voxel_size=0.08
[INFO] [1784084113.055081561] [global_localization]: Map loaded: raw=532258 pts
[INFO] [1784084113.439049212] [global_localization]: Map downsampled: 1434 pts
[INFO] [1784084113.446355130] [global_localization]: Global map received.
[INFO] [1784084113.973333210] [global_localization]: Waiting for initial pose...
[INFO] [1784084114.467286326] [global_localization]: Waiting for initial pose...
[INFO] [1784084114.981955280] [global_localization]: Waiting for initial pose...
[INFO] [1784084115.505197014] [global_localization]: Waiting for initial pose...
[INFO] [1784084115.975532918] [global_localization]: Waiting for initial pose...
[INFO] [1784084116.492667101] [global_localization]: Waiting for initial pose...
[INFO] [1784084116.980640731] [global_localization]: Waiting for initial pose...
[INFO] [1784084117.481785296] [global_localization]: Waiting for initial pose...
[INFO] [1784084117.974807776] [global_localization]: Waiting for initial pose...
[INFO] [1784084118.475712189] [global_localization]: Waiting for initial pose...
[INFO] [1784084118.481913749] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[INFO] [1784084118.968948391] [global_localization]: Waiting for initial pose...
[INFO] [1784084119.486248876] [global_localization]: Waiting for initial pose...
[INFO] [1784084119.964086590] [global_localization]: Waiting for initial pose...
[INFO] [1784084120.465204446] [global_localization]: Waiting for initial pose...
[INFO] [1784084120.970174548] [global_localization]: Waiting for initial pose...
[INFO] [1784084121.462438269] [global_localization]: Waiting for initial pose...
[INFO] [1784084121.965983503] [global_localization]: Waiting for initial pose...
[INFO] [1784084122.466673263] [global_localization]: Waiting for initial pose...
[INFO] [1784084122.964745376] [global_localization]: Waiting for initial pose...
[INFO] [1784084123.461704468] [global_localization]: Waiting for initial pose...
[INFO] [1784084123.465870500] [global_localization]: _auto_init_if_needed: initialized=False cur_scan=✗
[INFO] [1784084123.965125548] [global_localization]: Waiting for initial pose...
[INFO] [1784084124.463796817] [global_localization]: Waiting for initial pose...
[INFO] [1784084124.965387787] [global_localization]: Waiting for initial pose...
[INFO] [1784084125.469888249] [global_localization]: Waiting for initial pose...
[INFO] [1784084125.966335586] [global_localization]: Waiting for initial pose...
[INFO] [1784084126.463369655] [global_localization]: Waiting for initial pose...
[INFO] [1784084126.962207237] [global_localization]: Waiting for initial pose...
[INFO] [1784084127.467759949] [global_localization]: Waiting for initial pose...
