[INFO] [1784030026.818904055] [global_localization]: Waiting for global map...
[INFO] [1784030051.696949288] [global_localization]: Waiting for initial pose...
[INFO] [1784030052.213263810] [global_localization]: Waiting for initial pose...
[INFO] [1784030052.680775110] [global_localization]: Waiting for initial pose...
[INFO] [1784030053.201595478] [global_localization]: Waiting for initial pose...
[INFO] [1784030053.692104252] [global_localization]: Waiting for initial pose...
[INFO] [1784030054.183781932] [global_localization]: Waiting for initial pose...
[INFO] [1784030054.693710626] [global_localization]: Waiting for initial pose...
[INFO] [1784030055.210314065] [global_localization]: Waiting for initial pose...
[INFO] [1784030055.694751561] [global_localization]: Waiting for initial pose...
[INFO] [1784030056.197189894] [global_localization]: Waiting for initial pose...
[INFO] [1784030056.706745429] [global_localization]: Waiting for initial pose...
[INFO] [1784030057.179923023] [global_localization]: Waiting for initial pose...
[INFO] [1784030057.695153724] [global_localization]: Waiting for initial pose...
[INFO] [1784030058.187251978] [global_localization]: Waiting for initial pose...
[INFO] [1784030058.693297054] [global_localization]: Waiting for initial pose...
[INFO] [1784030059.192808469] [global_localization]: Waiting for initial pose...
[INFO] [1784030059.678947723] [global_localization]: Waiting for initial pose...
[INFO] [1784030060.181654616] [global_localization]: Waiting for initial pose...
[INFO] [1784030060.685924724] [global_localization]: Waiting for initial pose...
[INFO] [1784030061.212198489] [global_localization]: Waiting for initial pose...
[INFO] [1784030061.701449423] [global_localization]: Waiting for initial pose...
[INFO] [1784030062.215191509] [global_localization]: Waiting for initial pose...
[INFO] [1784030062.686252536] [global_localization]: Waiting for initial pose...
[INFO] [1784030063.179538174] [global_localization]: Waiting for initial pose...
[INFO] [1784030063.679814278] [global_localization]: Waiting for initial pose...
[INFO] [1784030064.180374000] [global_localization]: Waiting for initial pose...
[INFO] [1784030064.696197882] [global_localization]: Waiting for initial pose...
[INFO] [1784030065.191634726] [global_localization]: Waiting for initial pose...
[INFO] [1784030065.679974559] [global_localization]: Waiting for initial pose...
[INFO] [1784030066.196964098] [global_localization]: Waiting for initial pose...
[INFO] [1784030066.688793710] [global_localization]: Waiting for initial pose...
[INFO] [1784030067.183477678] [global_localization]: Waiting for initial pose...
[INFO] [1784030067.681998468] [global_localization]: Waiting for initial pose...
[INFO] [1784030068.179465307] [global_localization]: Waiting for initial pose...
[INFO] [1784030068.685612235] [global_localization]: Waiting for initial pose...
