[INFO] [1784030026.818904055] [global_localization]: Waiting for global map...
[INFO] [1784030026.829937927] [global_localization]: Loading map: /home/gsing/2026Gsing/2026_Gsing-second_ROS/map/PCD20.pcd, voxel_size=0.01
[INFO] [1784030026.981702347] [global_localization]: Map loaded: raw=368664 pts
[INFO] [1784030028.120171472] [global_localization]: Map downsampled: 103490 pts
[INFO] [1784030028.127251605] [global_localization]: Global map received.
[INFO] [1784030028.717676027] [global_localization]: Waiting for initial pose...
[INFO] [1784030029.192516680] [global_localization]: Waiting for initial pose...
[INFO] [1784030029.690158778] [global_localization]: Waiting for initial pose...
[INFO] [1784030030.202673423] [global_localization]: Waiting for initial pose...
[INFO] [1784030030.732872238] [global_localization]: Waiting for initial pose...
[INFO] [1784030031.202125516] [global_localization]: Waiting for initial pose...
[INFO] [1784030031.712859049] [global_localization]: Waiting for initial pose...
[INFO] [1784030032.208050575] [global_localization]: Waiting for initial pose...
[INFO] [1784030032.719797158] [global_localization]: Waiting for initial pose...
[INFO] [1784030033.204058273] [global_localization]: Waiting for initial pose...
[INFO] [1784030033.706887196] [global_localization]: Waiting for initial pose...
[INFO] [1784030034.242588907] [global_localization]: Waiting for initial pose...
[INFO] [1784030034.744552673] [global_localization]: Waiting for initial pose...
[INFO] [1784030035.241459138] [global_localization]: Waiting for initial pose...
[INFO] [1784030035.730537134] [global_localization]: Waiting for initial pose...
[INFO] [1784030036.187085119] [global_localization]: Waiting for initial pose...
[INFO] [1784030036.691610228] [global_localization]: Waiting for initial pose...
[INFO] [1784030037.187485043] [global_localization]: Waiting for initial pose...
[INFO] [1784030037.693779301] [global_localization]: Waiting for initial pose...
[INFO] [1784030038.195797449] [global_localization]: Waiting for initial pose...
[INFO] [1784030038.679147858] [global_localization]: Waiting for initial pose...
[INFO] [1784030039.185587861] [global_localization]: Waiting for initial pose...
[INFO] [1784030039.680041332] [global_localization]: Waiting for initial pose...
[INFO] [1784030040.179865114] [global_localization]: Waiting for initial pose...
[INFO] [1784030040.682717912] [global_localization]: Waiting for initial pose...
[INFO] [1784030041.187674596] [global_localization]: Waiting for initial pose...
[INFO] [1784030041.688408919] [global_localization]: Waiting for initial pose...
[INFO] [1784030042.190697763] [global_localization]: Waiting for initial pose...
[INFO] [1784030042.680244155] [global_localization]: Waiting for initial pose...
[INFO] [1784030043.183322393] [global_localization]: Waiting for initial pose...
[INFO] [1784030043.679643058] [global_localization]: Waiting for initial pose...
[INFO] [1784030044.186566845] [global_localization]: Waiting for initial pose...
[INFO] [1784030044.685350902] [global_localization]: Waiting for initial pose...
[INFO] [1784030045.189726113] [global_localization]: Waiting for initial pose...
[INFO] [1784030045.679791267] [global_localization]: Waiting for initial pose...
[INFO] [1784030046.184703315] [global_localization]: Waiting for initial pose...
[INFO] [1784030046.683493366] [global_localization]: Waiting for initial pose...
[INFO] [1784030047.184578056] [global_localization]: Waiting for initial pose...
[INFO] [1784030047.681886281] [global_localization]: Waiting for initial pose...
[INFO] [1784030048.188550112] [global_localization]: Waiting for initial pose...
[INFO] [1784030048.688461095] [global_localization]: Waiting for initial pose...
[INFO] [1784030049.201270140] [global_localization]: Waiting for initial pose...
[INFO] [1784030049.719394283] [global_localization]: Waiting for initial pose...
[INFO] [1784030050.230070658] [global_localization]: Waiting for initial pose...
[INFO] [1784030050.702402269] [global_localization]: Waiting for initial pose...
[INFO] [1784030051.182436412] [global_localization]: Waiting for initial pose...
