[INFO] [1783988649.055320540] [global_localization]: Waiting for global map...
[INFO] [1783988672.811625511] [global_localization]: Waiting for initial pose...
[INFO] [1783988673.311367295] [global_localization]: Waiting for initial pose...
[INFO] [1783988673.811538046] [global_localization]: Waiting for initial pose...
[INFO] [1783988674.311626343] [global_localization]: Waiting for initial pose...
[INFO] [1783988674.811849101] [global_localization]: Waiting for initial pose...
[INFO] [1783988675.311527867] [global_localization]: Waiting for initial pose...
[INFO] [1783988675.811549430] [global_localization]: Waiting for initial pose...
[INFO] [1783988676.311569272] [global_localization]: Waiting for initial pose...
[INFO] [1783988676.811004834] [global_localization]: Waiting for initial pose...
[INFO] [1783988677.311503262] [global_localization]: Waiting for initial pose...
[INFO] [1783988677.811536794] [global_localization]: Waiting for initial pose...
[INFO] [1783988678.311500666] [global_localization]: Waiting for initial pose...
[INFO] [1783988678.811253427] [global_localization]: Waiting for initial pose...
[INFO] [1783988679.311425608] [global_localization]: Waiting for initial pose...
[INFO] [1783988679.811630776] [global_localization]: Waiting for initial pose...
[INFO] [1783988680.311527684] [global_localization]: Waiting for initial pose...
[INFO] [1783988680.811784174] [global_localization]: Waiting for initial pose...
[INFO] [1783988681.311074970] [global_localization]: Waiting for initial pose...
[INFO] [1783988681.811540780] [global_localization]: Waiting for initial pose...
[INFO] [1783988682.312301061] [global_localization]: Waiting for initial pose...
[INFO] [1783988682.811649075] [global_localization]: Waiting for initial pose...
[INFO] [1783988683.311479378] [global_localization]: Waiting for initial pose...
[INFO] [1783988683.811458573] [global_localization]: Waiting for initial pose...
[INFO] [1783988684.311492141] [global_localization]: Waiting for initial pose...
[INFO] [1783988684.811791480] [global_localization]: Waiting for initial pose...
[INFO] [1783988685.311497403] [global_localization]: Waiting for initial pose...
[INFO] [1783988685.811492500] [global_localization]: Waiting for initial pose...
[INFO] [1783988686.311927590] [global_localization]: Waiting for initial pose...
[INFO] [1783988686.811013914] [global_localization]: Waiting for initial pose...
[INFO] [1783988687.311132158] [global_localization]: Waiting for initial pose...
[INFO] [1783988687.811462396] [global_localization]: Waiting for initial pose...
[INFO] [1783988688.311653748] [global_localization]: Waiting for initial pose...
[INFO] [1783988688.812161590] [global_localization]: Waiting for initial pose...
[INFO] [1783988689.311009253] [global_localization]: Waiting for initial pose...
[INFO] [1783988689.811167274] [global_localization]: Waiting for initial pose...
[INFO] [1783988690.311465343] [global_localization]: Waiting for initial pose...
[INFO] [1783988690.811063405] [global_localization]: Waiting for initial pose...
[INFO] [1783988691.313065367] [global_localization]: Waiting for initial pose...
[INFO] [1783988691.811514762] [global_localization]: Waiting for initial pose...
[INFO] [1783988692.311026499] [global_localization]: Waiting for initial pose...
[INFO] [1783988692.811663617] [global_localization]: Waiting for initial pose...
[INFO] [1783988693.311724796] [global_localization]: Waiting for initial pose...
[INFO] [1783988693.811468979] [global_localization]: Waiting for initial pose...
[INFO] [1783988694.311434734] [global_localization]: Waiting for initial pose...
[INFO] [1783988694.811891565] [global_localization]: Waiting for initial pose...
[INFO] [1783988695.311054696] [global_localization]: Waiting for initial pose...
[INFO] [1783988695.811477690] [global_localization]: Waiting for initial pose...
[INFO] [1783988696.311567289] [global_localization]: Waiting for initial pose...
[INFO] [1783988696.811125130] [global_localization]: Waiting for initial pose...
[INFO] [1783988697.311869771] [global_localization]: Waiting for initial pose...
[INFO] [1783988697.811497417] [global_localization]: Waiting for initial pose...
[INFO] [1783988698.311631961] [global_localization]: Waiting for initial pose...
[INFO] [1783988698.811528061] [global_localization]: Waiting for initial pose...
