[INFO] [1784030644.356735589] [global_localization]: Waiting for global map...
[INFO] [1784030644.372282505] [global_localization]: Loading map: /home/gsing/2026Gsing/2026_Gsing-second_ROS/map/PCD20.pcd, voxel_size=0.01
[INFO] [1784030644.553126748] [global_localization]: Map loaded: raw=368664 pts
[INFO] [1784030647.197633939] [global_localization]: Map downsampled: 103490 pts
[INFO] [1784030647.237256756] [global_localization]: Global map received.
[INFO] [1784030647.855670911] [global_localization]: Waiting for initial pose...
[INFO] [1784030648.350582396] [global_localization]: Waiting for initial pose...
[INFO] [1784030648.830367906] [global_localization]: Waiting for initial pose...
[INFO] [1784030649.329929938] [global_localization]: Waiting for initial pose...
[INFO] [1784030649.819801500] [global_localization]: Waiting for initial pose...
[INFO] [1784030650.317761277] [global_localization]: Waiting for initial pose...
[INFO] [1784030650.821004786] [global_localization]: Waiting for initial pose...
[INFO] [1784030651.320090058] [global_localization]: Waiting for initial pose...
[INFO] [1784030651.835818840] [global_localization]: Waiting for initial pose...
[INFO] [1784030652.318285631] [global_localization]: Waiting for initial pose...
[INFO] [1784030652.819553817] [global_localization]: Waiting for initial pose...
[INFO] [1784030653.322591395] [global_localization]: Waiting for initial pose...
[INFO] [1784030653.825699760] [global_localization]: Waiting for initial pose...
[INFO] [1784030654.318775685] [global_localization]: Waiting for initial pose...
[INFO] [1784030654.816382067] [global_localization]: Waiting for initial pose...
[INFO] [1784030655.317663098] [global_localization]: Waiting for initial pose...
[INFO] [1784030655.824904883] [global_localization]: Waiting for initial pose...
[INFO] [1784030656.320442109] [global_localization]: Waiting for initial pose...
[INFO] [1784030656.822675278] [global_localization]: Waiting for initial pose...
[INFO] [1784030657.323758569] [global_localization]: Waiting for initial pose...
[INFO] [1784030657.817472042] [global_localization]: Waiting for initial pose...
[INFO] [1784030658.347590878] [global_localization]: Waiting for initial pose...
[INFO] [1784030658.841813360] [global_localization]: Waiting for initial pose...
[INFO] [1784030659.370646559] [global_localization]: Waiting for initial pose...
[INFO] [1784030659.835291459] [global_localization]: Waiting for initial pose...
[INFO] [1784030660.332089169] [global_localization]: Waiting for initial pose...
[INFO] [1784030660.828059222] [global_localization]: Waiting for initial pose...
[INFO] [1784030661.322665804] [global_localization]: Waiting for initial pose...
[INFO] [1784030661.819544694] [global_localization]: Waiting for initial pose...
[INFO] [1784030662.347042885] [global_localization]: Waiting for initial pose...
[INFO] [1784030662.831461366] [global_localization]: Waiting for initial pose...
[INFO] [1784030663.359374103] [global_localization]: Waiting for initial pose...
[INFO] [1784030663.830888468] [global_localization]: Waiting for initial pose...
[INFO] [1784030664.316529143] [global_localization]: Waiting for initial pose...
[INFO] [1784030664.847381902] [global_localization]: Waiting for initial pose...
[INFO] [1784030665.352774255] [global_localization]: Waiting for initial pose...
[INFO] [1784030665.849636900] [global_localization]: Waiting for initial pose...
[INFO] [1784030666.336958162] [global_localization]: Waiting for initial pose...
[INFO] [1784030666.831632456] [global_localization]: Waiting for initial pose...
[INFO] [1784030667.345916824] [global_localization]: Waiting for initial pose...
[INFO] [1784030667.817387042] [global_localization]: Waiting for initial pose...
[INFO] [1784030668.316471612] [global_localization]: Waiting for initial pose...
[INFO] [1784030668.816271093] [global_localization]: Waiting for initial pose...
[INFO] [1784030669.323885564] [global_localization]: Waiting for initial pose...
[INFO] [1784030669.834128599] [global_localization]: Waiting for initial pose...
[INFO] [1784030670.324969863] [global_localization]: Waiting for initial pose...
[INFO] [1784030670.818448457] [global_localization]: Waiting for initial pose...
[INFO] [1784030671.381968919] [global_localization]: Waiting for initial pose...
[INFO] [1784030671.834055247] [global_localization]: Waiting for initial pose...
[INFO] [1784030672.335852024] [global_localization]: Waiting for initial pose...
[INFO] [1784030672.840692358] [global_localization]: Waiting for initial pose...
[INFO] [1784030673.334129910] [global_localization]: Waiting for initial pose...
[INFO] [1784030673.821356185] [global_localization]: Waiting for initial pose...
[INFO] [1784030674.362150978] [global_localization]: Waiting for initial pose...
[INFO] [1784030674.902423475] [global_localization]: Waiting for initial pose...
